title,price_text,price,odometer_text,odometer_km,detail_url,network_id,card_id,inventory_year_filter,inventory_make_filter,inventory_model_filter,search_url,verified_at,detail_date,first_image_url,detail_page_title,carbarn_evidence,in_date_range,updated_at,dealer_stock_id,dealer_stock_ids,car_code,photo_count,all_image_urls,image_count,vin,registration_plate,body_type,fuel,transmission,dealer_comments,status_label,status_tooltip,price_badge_label,is_sold,matched_stock_no,matched_chassis,match_score,match_reason,match_status,mismatch_count,mismatch_fields,mismatch_messages
2022 Toyota Yaris X Hybrid Auto eFour,"$23,400",23400,"61,270km",61270,https://www.carsales.com.au/cars/details/2022-toyota-yaris-x-hybrid-auto-efour/OAG-AD-25649683/,OAG-AD-25649683,OAG-AD-25649683,2022,TOYOTA,YARIS,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/7rprz3h8qs3ebfe0d66vapww2.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Toyota Yaris X Hybrid Auto eFour,stock_tail4_match:1042,,2026-05-14T13:17:39,20221042,20221042,1311,27,"[""https://carsales.pxcrush.net/carsales/car/dealer/7rprz3h8qs3ebfe0d66vapww2.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZNMXPH150018516,Check with seller,Hatch,Hybrid,Automatic,"2022 TOYOTA Yaris X 4WD | Hybrid | 61,270 KM 5-Year Hybrid Battery Warranty! A smart and fuel-efficient Toyota Yaris X Hybrid 4WD built for daily driving, city use, and weekend trips. With Toyota Safety Sense, radar cruise control, EV Mode, 8 airbags, and 4WD confidence, this Yaris is a great choice for anyone wanting a compact hybrid with modern safety and excellent practicality. Key Features: Hybrid engine 4WD Toyota Safety Sense Radar Cruise Control EV Mode Lane Departure Warning Traction Control System 8 Airbags Power Steering Multi-Function Steering Wheel Push Start and Keyless Entry Reversing Camera Parking Assist Camera Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Yaris Stands Out: Hybrid 4WD setup for fuel saving and extra confidence Toyota Safety Sense with radar cruise and lane departure warning Compact, easy to drive, and practical for everyday use Excellent interior condition and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaYaris #YarisHybrid #HybridCar #4WD #FuelEfficient Show more",,,,False,1042,MXPH15-0018516,100.0,stock_tail4_match:1042,identified,0,,
2014 Toyota Alphard 240S Type Gold II Auto,"$22,900",22900,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2014-toyota-alphard-240s-type-gold-ii-auto/OAG-AD-25709367/,OAG-AD-25709367,OAG-AD-25709367,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/7zg99zhz31mus6o1n8tnec5ob.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2014 Toyota Alphard 240S Type Gold II Auto,stock_tail4_not_found:1046;stock_tail3_not_found:046,,2026-05-14T13:17:39,20141046,20141046,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/7zg99zhz31mus6o1n8tnec5ob.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"People Mover, 5 doors, 7 seats",Saving Cruise Contro,& Drivetrain Gear Type H,"Stock - TOYOTA Alphard S-Type GOLD II | Petrol | 80000 KM We are open every day, including the upcoming Easter holidays. Key Features: Air Conditioning Traction Control System ECO Mode for Top-Notch Fuel Saving Cruise Control Power steering Fog Lights Airbags 8 Multi-Function Steering Wheel Half Leather Seats Power Windows Reversing Camera Parking assist camera Alloy Wheels Electronic Parking Sensor Recently serviced and professionally detailed 6 months NSW registration is on us Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Warranty! Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: - Location: - 128 , , NSW Contact for Inspection: - WhatsApp: https:/// - Call: - Open 7 days a week DOOR DELIVERY IS AVAILABLE TO ALL STATES We work with over 30 leading Australian carriers and get the best delivery rates from us: - Newcastle and Wollongong area $200 - Canberra $300 - Melbourne $450 - Brisbane $550 - Adelaide $1200 - Tasmania $1400 - Perth $1600 Show more",On hold,The seller has taken the car off the market for a short period of time. The seller may choose to make the car available again soon.,,False,,,0.0,stock_tail4_not_found:1046;stock_tail3_not_found:046,sold,0,,
2014 Toyota Alphard Auto,"$21,900",21900,"68,455km",68455,https://www.carsales.com.au/cars/details/2014-toyota-alphard-auto/OAG-AD-25780101/,OAG-AD-25780101,OAG-AD-25780101,2014,TOYOTA,Vellfire,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/dwdosq7n3btwin0he630mjrx2.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2014 Toyota Alphard Auto,stock_tail4_match:1040,,2026-05-14T13:17:39,20141040,20141040,1291,37,"[""https://carsales.pxcrush.net/carsales/car/dealer/dwdosq7n3btwin0he630mjrx2.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZE0ANH208323267,Check with seller,People Mover,Petrol,Automatic,"2014 TOYOTA Vellfire 2.4Z | Petrol | 68,455 KM 5-Year Extended Warranty Available! A stylish and spacious Toyota Vellfire 2.4Z built for family comfort, daily driving, airport runs, and long-distance trips. With dual electric sliding doors, roomy interior, smooth petrol performance, and premium people mover practicality, this Vellfire is a great choice for anyone wanting comfort, space, and Toyota reliability. Key Features: Petrol engine 2.4Z package Air Conditioning 9 Airbags Power Steering Power Windows All Electric Windows Brake Assist Traction Control System ECO Mode for top-notch fuel saving Fog Lights Rear Wiper Dual Electric Sliding Doors Reversing Camera Parking Assist Camera Electronic Parking Sensor Multi-Function Steering Wheel Push Start and Keyless Entry Remote Key Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Vellfire Stands Out: Spacious and comfortable family people mover Dual electric sliding doors for easy access Great option for family use, business use, travel, or daily comfort Practical safety and convenience features Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: []( Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaVellfire #Vellfire #PeopleMover #FamilyCar #UsedCarsAustralia Show more",,,,False,1040,ANH20-8323267,100.0,stock_tail4_match:1040,identified,0,,
2013 Toyota Alphard 240S Type Gold Auto,"$22,900",22900,"67,593km",67593,https://www.carsales.com.au/cars/details/2013-toyota-alphard-240s-type-gold-auto/OAG-AD-25709368/,OAG-AD-25709368,OAG-AD-25709368,2013,TOYOTA,Alphard,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/awdxan0nba2l7q4h7wun7myja.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2013 Toyota Alphard 240S Type Gold Auto,stock_tail4_match:1045,,2026-05-14T13:17:39,20131045,20131045,1322,22,"[""https://carsales.pxcrush.net/carsales/car/dealer/awdxan0nba2l7q4h7wun7myja.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZD0ANH208265684,Check with seller,People Mover,Petrol,Automatic,"2013 TOYOTA Alphard S | Petrol | 67,593 KM 5-Year Extended Warranty Available! A premium Toyota Alphard S built for family comfort, business use, airport runs, and long-distance travel. With a spacious cabin, dual electric sliding doors, smooth petrol performance, and Toyota reliability, this Alphard is a great choice for anyone wanting a comfortable and practical luxury people mover. Key Features: Petrol engine Alphard S package Traction Control System 6 Airbags Multi-Function Steering Wheel Fog Lights ECO Mode for top-notch fuel saving Electronic Parking Sensor Cruise Control Alloy Wheels Dual Electric Sliding Doors Reversing Camera Parking Assist Camera Push Start and Keyless Entry Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Alphard Stands Out: Premium people mover with strong comfort and space Dual electric sliding doors for easy family access Great option for family use, business, travel, or daily comfort Practical safety and convenience features Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: []( Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 Show more",,,,False,1045,ANH20-8265684,100.0,stock_tail4_match:1045,identified,0,,
2020 Toyota Noah Hybrid SI Auto,"$56,990",56990,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2020-toyota-noah-hybrid-si-auto/OAG-AD-25709542/,OAG-AD-25709542,OAG-AD-25709542,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/304dx575ndwp7zh4ph1r97s98.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2020 Toyota Noah Hybrid SI Auto,stock_tail4_not_found:1064;stock_tail3_not_found:064,,2026-05-14T13:17:39,20201064,20201064,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/304dx575ndwp7zh4ph1r97s98.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"People Mover, 5 doors, 7 seats",efficient Toyota Noa,1 speed Automatic,"2020 TOYOTA Noah X | Hybrid | 27,955 KM 5-Year Hybrid Battery Warranty! A spacious and fuel-efficient Toyota Noah X Hybrid built for family use, daily driving, school runs, rideshare, and long-distance trips. With Toyota Safety Sense, hybrid efficiency, low kilometres, and excellent interior condition, this Noah is a smart people mover for anyone needing comfort, safety, and practicality. Key Features: Hybrid engine Toyota Safety Sense Traction Control System Lane Departure Warning Front Vehicle Collision Warning Airbags Multi-Function Steering Wheel Cruise Control Apple CarPlay and Android Auto Push Start and Keyless Entry EV Mode ECO Mode for top-notch fuel saving Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Noah Stands Out: Low-kilometre hybrid people mover Excellent family car with strong fuel savings Toyota Safety Sense with modern safety support Practical, comfortable, and easy to drive Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: []( Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaNoah #NoahHybrid Show more",Sold or unavailable,,,False,,,0.0,stock_tail4_not_found:1064;stock_tail3_not_found:064,sold,0,,
2020 Toyota Noah Hybrid SI Auto,"$45,900",45900,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2020-toyota-noah-hybrid-si-auto/OAG-AD-25705795/,OAG-AD-25705795,OAG-AD-25705795,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/9yh53cwf7i1tfzwyr9e1rxwko.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2020 Toyota Noah Hybrid SI Auto,stock_tail4_not_found:1063;stock_tail3_not_found:063,,2026-05-14T13:17:39,20201063,20201063,,,"[""https://carsales.pxcrush.net/carsales/car/dealer/9yh53cwf7i1tfzwyr9e1rxwko.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"People Mover, 5 doors, 7 seats",introduced to the en,1 speed Automatic,"Stock - TOYOTA Noah X | Hybrid | 79910 KM We are open every day, including the upcoming Easter holidays. Key Features: Cruise Control Air Conditioning Reversing Camera Parking assist camera Front Vehicle Collision Warning Traction Control System Lane Departure Warning Multi-Function Steering Wheel Power Windows Push start and keyless entry Power steering Airbags Interior in excellent condition without any tears or marks 6 months NSW registration is on us Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: - Location: - 128 , , NSW Contact for Inspection: - WhatsApp: https:/// - Call: - Open 7 days a week DOOR DELIVERY IS AVAILABLE TO ALL STATES We work with over 30 leading Australian carriers and get the best delivery rates from us: - Newcastle and Wollongong area $200 - Canberra $300 - Melbourne $450 - Brisbane $550 - Adelaide $1200 - Tasmania $1400 - Perth $1600 Show more",Sold or unavailable,,,False,,,0.0,stock_tail4_not_found:1063;stock_tail3_not_found:063,sold,0,,
2024 Toyota Yaris X Hybrid Auto eFour,"$24,900",24900,"37,616km",37616,https://www.carsales.com.au/cars/details/2024-toyota-yaris-x-hybrid-auto-efour/OAG-AD-25780106/,OAG-AD-25780106,OAG-AD-25780106,2024,TOYOTA,YARIS,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/1l6pngfvt5lrpl6qozf92k0bn.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2024 Toyota Yaris X Hybrid Auto eFour,stock_tail4_match:1098,,2026-05-14T13:17:39,20241098,20241098,1133,21,"[""https://carsales.pxcrush.net/carsales/car/dealer/1l6pngfvt5lrpl6qozf92k0bn.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZRMXPH170003909,Check with seller,Hatch,Hybrid,Automatic,"2024 TOYOTA Yaris X 4WD | Hybrid | 37,616 KM 5-Year Hybrid Battery Warranty! A near-new Toyota Yaris X 4WD Hybrid built for daily driving, city use, commuting, and fuel-saving practicality. With Toyota Safety Sense, hybrid efficiency, 4WD confidence, EV Mode, and an excellent-condition interior, this Yaris is a smart choice for anyone wanting a reliable, economical, and easy-to-drive hatchback. Key Features: Hybrid engine 4WD Toyota Safety Sense (TSS) Reversing Camera Parking Assist Camera 8 Airbags Air Conditioning Power Steering Multi-Function Steering Wheel Fog Lights Power Windows Rear Wiper EV Mode Traction Control System Cruise Control Lane Departure Warning Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This Yaris Stands Out: 2024 model with 4WD hybrid efficiency Toyota Safety Sense for extra driving confidence Great for city driving, commuting, and daily use EV Mode, cruise control, reversing camera, and parking assist camera Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaYaris #YarisHybrid #4WDHybrid #UsedHybrid #FuelEfficient Show more",,,,False,1098,MXPH17-0003909,100.0,stock_tail4_match:1098,identified,0,,
2024 Toyota Yaris X Hybrid Auto eFour,"$27,900",27900,"22,539km",22539,https://www.carsales.com.au/cars/details/2024-toyota-yaris-x-hybrid-auto-efour/OAG-AD-25780107/,OAG-AD-25780107,OAG-AD-25780107,2024,TOYOTA,YARIS,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/ded4159otzexwgpac2g8q6d3q.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2024 Toyota Yaris X Hybrid Auto eFour,stock_tail4_match:1096,,2026-05-14T13:17:39,20241096,20241096,1244,33,"[""https://carsales.pxcrush.net/carsales/car/dealer/ded4159otzexwgpac2g8q6d3q.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZRMXPH170003721,Check with seller,Hatch,Hybrid,Automatic,"2024 TOYOTA Yaris X 4WD | Hybrid | 22,539 KM 5-Year Hybrid Battery Warranty! A near-new Toyota Yaris X 4WD Hybrid built for fuel-saving daily driving, city use, and confident all-weather practicality. With low kilometres, hybrid efficiency, 4WD capability, EV Mode, smart safety features, and an excellent-condition interior, this Yaris is a great choice for anyone wanting a reliable, economical, and easy-to-drive hatchback. Key Features: Hybrid engine 4WD X package Air Conditioning 6 Airbags Cruise Control Reversing Camera Push Start and Keyless Entry Multi-Function Steering Wheel Power Steering Fog Lights Power Windows Traction Control System EV Mode Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This Yaris Stands Out: Near-new 2024 model with only 22,539 KM Fuel-efficient hybrid with 4WD confidence Compact, easy to drive, and perfect for daily use EV Mode, cruise control, reversing camera, and 6 airbags Clean interior and ready for inspection Pricing: We offer competitive pricing Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaYaris #YarisHybrid #HybridCar #4WDHybrid #FuelEfficient Show more",,,,False,1096,MXPH17-0003721,100.0,stock_tail4_match:1096,identified,0,,
2023 Toyota Yaris X Hybrid Auto eFour,"$24,900",24900,"62,000km",62000,https://www.carsales.com.au/cars/details/2023-toyota-yaris-x-hybrid-auto-efour/OAG-AD-25780109/,OAG-AD-25780109,OAG-AD-25780109,2023,TOYOTA,YARIS,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/f33uy8gaafqbi7vwb5c961luo.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2023 Toyota Yaris X Hybrid Auto eFour,stock_tail4_match:1091,,2026-05-14T13:17:39,20231091,20231091,1346,21,"[""https://carsales.pxcrush.net/carsales/car/dealer/f33uy8gaafqbi7vwb5c961luo.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZPMXPH150025176,Check with seller,Hatch,Hybrid,Automatic,"2023 TOYOTA Yaris X | Hybrid | 62,000 KM 5-Year Hybrid Battery Warranty! A smart and fuel-efficient Toyota Yaris X Hybrid built for daily driving, city use, commuting, and low running costs. With hybrid efficiency, EV Mode, modern safety features, parking assist camera, and an excellent-condition interior, this Yaris is a great choice for anyone wanting a reliable and easy-to-drive hatchback. Key Features: Hybrid engine X package Air Conditioning Cruise Control Push Start and Keyless Entry Power Steering Multi-Function Steering Wheel Fog Lights 8 Airbags Power Windows Rear Wiper Reversing Camera Parking Assist Camera EV Mode Traction Control System Lane Departure Warning Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Yaris Stands Out: Fuel-efficient Toyota hybrid hatchback Great for daily use, city driving, and commuting EV Mode, cruise control, reversing camera, and parking assist camera Safety features including Lane Departure Warning, Traction Control, and 8 airbags Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaYaris #YarisHybrid #HybridCar #FuelEfficient #UsedHybrid Show more",,,,False,1091,MXPH15-0025176,100.0,stock_tail4_match:1091,identified,0,,
2022 Toyota Raize Auto,"$27,900",27900,"48,749km",48749,https://www.carsales.com.au/cars/details/2022-toyota-raize-auto/OAG-AD-25709540/,OAG-AD-25709540,OAG-AD-25709540,2022,TOYOTA,Raize,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/9qy2uxpks0lssni5kkwlegz8o.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Toyota Raize Auto,stock_tail4_match:1069,,2026-05-14T13:17:39,20221069,20221069,1328,24,"[""https://carsales.pxcrush.net/carsales/car/dealer/9qy2uxpks0lssni5kkwlegz8o.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZN0A202A0044734,Check with seller,Wagon,Hybrid,Automatic,"2022 TOYOTA Raize G | Hybrid | 48,749 KM 5-Year Hybrid Battery Warranty! A stylish and fuel-efficient Toyota Raize G Hybrid built for city driving, daily commuting, small families, and weekend use. With hybrid economy, compact SUV practicality, leather seats, smart key access, and excellent interior condition, this Raize is a great choice for anyone wanting comfort, easy driving, and low running costs. Key Features: Hybrid engine G package Airbags Multi-Function Steering Wheel Push Start and Keyless Entry Power Steering Power Windows Rear Wiper Front Vehicle Collision Warning Full Leather Seats Electronic Parking Sensor Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This Raize Stands Out: Compact hybrid SUV with excellent fuel-saving appeal Great option for city driving, daily use, and small families Full leather seats for added comfort Safety and parking support with collision warning and parking sensor Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaRaize #RaizeHybrid #HybridSUV #FuelEfficient #UsedHybrid Show more",,,,False,1069,A202A-0044734,100.0,stock_tail4_match:1069,identified,0,,
2022 Toyota Raize Auto,"$29,400",29400,"27,782km",27782,https://www.carsales.com.au/cars/details/2022-toyota-raize-auto/OAG-AD-25754029/,OAG-AD-25754029,OAG-AD-25754029,2022,TOYOTA,Raize,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/910l8w5z13zmtubvtemdg3kqm.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Toyota Raize Auto,stock_tail4_match:1068,,2026-05-14T13:17:39,20221068,20221068,1268,30,"[""https://carsales.pxcrush.net/carsales/car/dealer/910l8w5z13zmtubvtemdg3kqm.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZN0A202A0047296,Check with seller,Wagon,Hybrid,Automatic,"2022 TOYOTA Raize Z | Hybrid | 27,782 KM 5-Year Hybrid Battery Warranty! A stylish and fuel-efficient Toyota Raize Z Hybrid built for city driving, daily use, and weekend trips. With compact SUV practicality, hybrid efficiency, heated front seats, modern safety features, and excellent interior condition, this Raize is a smart choice for anyone wanting comfort, economy, and easy everyday driving. Key Features: Hybrid engine Z package Traction Control System Front Vehicle Collision Warning Electronic Parking Sensor Multi-Function Steering Wheel Power Windows 8 Airbags Rear Wiper Reversing Camera Parking Assist Camera Cruise Control Push Start and Keyless Entry Heated Front Seats Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Valid across Australia Why This Raize Stands Out: Compact hybrid SUV with excellent fuel-saving appeal Great option for city driving, daily commuting, and small families Practical size with SUV-style seating and easy parking Safety features including collision warning, traction control, and 8 airbags Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaRaize Show more",,,,False,1068,A202A-0047296,100.0,stock_tail4_match:1068,identified,0,,
2024 Toyota Corolla Hybrid G Auto AWD,"$31,900",31900,"14,000km",14000,https://www.carsales.com.au/cars/details/2024-toyota-corolla-hybrid-g-auto-awd/OAG-AD-25780108/,OAG-AD-25780108,OAG-AD-25780108,2024,TOYOTA,Corolla,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/50qpf5h0t8yd10v13rdgbazcj.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2024 Toyota Corolla Hybrid G Auto AWD,stock_tail4_match:1075,,2026-05-14T13:17:39,20241075,20241075,1347,32,"[""https://carsales.pxcrush.net/carsales/car/dealer/50qpf5h0t8yd10v13rdgbazcj.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZRZWE2150024058,Check with seller,Sedan,Hybrid,Automatic,"2024 TOYOTA Corolla G 4WD | Hybrid | 14,000 KM 5-Year Hybrid Battery Warranty! A near-new Toyota Corolla G 4WD Hybrid built for daily driving, commuting, family use, and fuel-efficient comfort. With only 14,000 KM, Toyota Safety Sense, 4WD confidence, EV Mode, LED headlights, and an excellent-condition interior, this Corolla is a smart choice for anyone wanting reliability, safety, and low running costs. Key Features: Hybrid engine 4WD G package Toyota Safety Sense (TSS) Cruise Control Lane Departure Warning Traction Control System Brake Assist Parking Assist Camera EV Mode 8 Airbags LED Headlights Air Conditioning Power Steering Multi-Function Steering Wheel Power Windows Rear Wiper Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Corolla Stands Out: Near-new 2024 model with only 14,000 KM Toyota hybrid efficiency with 4WD practicality Toyota Safety Sense for extra driving confidence Great option for daily use, commuting, family, or business use Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaCorolla #CorollaHybrid #4WDHybrid #UsedHybrid #FuelEfficient Show more",,,,False,1075,ZWE215-0024058,100.0,stock_tail4_match:1075,identified,0,,
